emoji,label,word_count,fit3_count,words
🧶,yarn,30,6,crochet;knit;knitting;tangle;wool;yarn;cotton;disentangle;fuzzy;interweave;macrame;skein;unravel;untangle;woolen;woolly;chenille;disentanglement;fuzz;hank;interlace;interwove;interwoven;matted;purl;ravel;woolens;woollen;wooly;worsted
〰️,wavy dash,30,1,curve;corrugated;crinkle;crinkly;curvature;curvy;dangle;oscillate;oscillation;squiggle;sway;uneven;corrugate;crimp;curvaceous;deform;deformation;deformed;deformity;frizz;frizzle;frizzy;jiggle;joggle;jounce;kink;kinky;shapeless;sinuous;swung
⬆️,up arrow,29,3,above;north;up;arise;ascend;ascension;elevate;enhance;high;northerly;northern;northward;northwards;overhead;upwards;arisen;arose;ascendancy;ascendant;ascendency;ascendent;atop;enhancement;heavenward;highly;northerner;resurface;upon;upper
🔌,electric plug,29,6,adapter;adaptor;appliance;outlet;plug;socket;cable;charger;circuit;circuitry;compatible;cord;disconnect;disconnected;disconnection;electrode;generator;hub;resistor;unplug;wire;wiring;deactivate;disengage;disengagement;electrolysis;electroplate;transducer;wired
❤️,red heart,29,4,affection;heart;love;passion;affectionate;atrium;beloved;cardiac;cardiologist;care;compassion;compassionate;coronary;feeling;feelings;soulful;vital;aorta;atria;cardiology;cardiovascular;caring;circulatory;hearten;humane;penchant;predilection;systolic;ventricle
🤰,pregnant woman,29,3,fetus;pregnancy;pregnant;belly;expectant;fetal;gestation;impregnate;maternity;midwifery;obstetric;obstetrician;obstetrics;paunch;placenta;prenatal;surrogate;tummy;unborn;womb;amniocentesis;expect;expectancy;impregnation;paunchy;placentae;placental;trimester;viviparous
👕,t-shirt,29,4,clothes;clothing;shirt;sleeve;apparel;clothe;disrobe;garment;jersey;preshrunk;undershirt;wear;casual;civvies;clad;doublet;duds;garb;informal;informality;middy;midriff;raglan;rumple;togs;tuck;wearable;wore;worn
🔨,hammer,29,7,auction;carpenter;chisel;gavel;hammer;iron;mallet;artisan;auctioneer;carpentry;fabricate;fabrication;remodel;renovate;renovation;sledge;smith;smithy;vandalism;vandalize;dint;flatten;iconoclast;joiner;malleability;malleable;tenderize;vandal;wrought
👩,woman,29,9,aunt;lady;mama;mamma;mom;momma;mommy;mother;woman;brunette;ma;madam;madame;mademoiselle;matron;motherly;nanny;she;distaff;her;hers;ladyship;mesdames;mistress;squaw;strumpet;womanhood;womanish;womanly
🚩,triangular flag,29,2,flag;pennant;banner;communism;communist;ensign;faction;factional;factionalism;leftist;semaphore;soviet;unfurl;communistic;furl;jingoism;jingoistic;linesman;partisan;partisanship;pennon;sedition;seditious;separatism;separatist;socialism;socialist;socialistic;vanguard
🤦,person facepalming,29,0,blunder;clumsy;forget;forgetful;forgot;forgotten;fumble;idiocy;idiot;idiotic;klutzy;boob;boondoggle;botch;bungle;chump;dunce;imbecile;imbecilic;imbecility;klutz;maladroit;meddle;meddlesome;mishandle;mismanage;mismanagement;schlemiel;schmuck
🌌,milky way,29,6,cosmic;cosmos;galaxy;nebula;sky;universe;celestial;cosmology;firmament;galactic;interstellar;ionosphere;nebulae;nebular;stratosphere;vast;cosmogony;macrocosm;metaphysical;metaphysics;pantheism;pantheist;pantheistic;skywards;spacey;transcend;transcendence;transcendent;transcendental
👃,nose,28,3,nose;nostril;smell;aroma;aromatic;nasal;nosey;nosy;odor;odorous;odour;olfactory;pungent;scent;sensory;sinus;sniff;whiff;acrid;adenoidal;adenoids;fusty;odoriferous;pungency;redolence;redolent;snoot;snuff
👪️,family,28,2,family;parent;adopt;adoption;clan;familial;kin;kinfolks;kinship;lineage;nepotism;parentage;parental;parenthood;parenting;related;relation;relative;adoptive;clannish;cousin;filial;generation;kindred;kinsman;kinswoman;lineal;upbringing
👴,old man,28,1,old;aged;ancestor;elder;elderly;geezer;geriatric;geriatrics;gerontology;nonagenarian;octogenarian;patriarch;senile;senior;codger;dotage;eldest;fogey;fogy;hoary;olden;patriarchal;patriarchy;predecessor;progenitor;senility;seniority;superannuated
🥊,boxing glove,28,4,boxer;boxing;fight;fighter;altercation;beating;bout;brawl;clinch;fisticuffs;gauntlet;infighting;opponent;pugilism;pugilist;rival;rivalry;scuffle;spar;subdue;bop;bruiser;goon;pugilistic;ruffian;scrappy;vie;vying
🐎,horse,28,3,gallop;mustang;stallion;corral;dismount;dressage;equestrian;equine;joust;polo;rein;stable;steed;stirrup;trot;astride;dragoon;dun;hansom;livery;pinto;pommel;sorrel;surrey;tipster;unbridled;unhorse;unsaddle
🤐,zipper-mouth face,28,0,gag;inarticulate;incommunicado;mumble;reticence;reticent;stifle;suppress;suppression;taciturn;uncommunicative;unzip;zip;zipper;cagey;cagy;indiscreet;ineffable;inexpressible;laconic;tacit;taciturnity;tact;unsaid;unspoken;unutterable;unvoiced;voiceless
📍,round pushpin,27,3,acupuncture;destination;location;acupuncturist;coordinate;here;local;locale;locality;locate;near;place;position;remain;site;situation;stationary;vicinity;at;destine;localize;loci;locus;nigh;placement;setting;situate
🚨,police car light,27,3,alarm;emergency;siren;alarming;alert;beacon;blinker;crises;crisis;evacuate;evacuation;evacuee;fraud;incident;scam;urgency;urgent;alarmist;breach;delinquency;delinquent;emergent;exigency;exigent;flagrant;fraudulence;fraudulent
😰,anxious face with sweat,27,3,anxiety;anxious;nervous;daunting;desperate;desperation;distraught;hyperventilate;neurosis;neurotic;overwrought;panicky;premonition;trauma;traumatic;claustrophobia;claustrophobic;daunt;fraught;harrowing;neuroses;premonitory;suicidal;suicide;traumata;traumatize;willies
🌐,globe with meridians,27,3,global;globe;network;equator;extensive;external;hemisphere;latitude;longitude;multinational;networking;translate;translation;ubiquitous;ubiquity;encompass;extrinsic;hemispheric;hemispherical;meridian;microcosm;milieu;multicultural;omnipresence;omnipresent;pluralism;supranational
💯,hundred points,26,1,hundred;absolute;century;genuine;percent;percentage;perfect;perfection;rate;entire;entirety;epitome;epitomize;fully;hundredth;ideal;ideally;million;millionth;perfectible;perfectionism;perfectionist;totality;tremendous;wholly;zillion
🥣,bowl with spoon,26,5,bowl;cereal;colander;porridge;sieve;dip;granola;grits;gruel;mix;mixer;mixture;pestle;puree;sift;trough;yoghurt;yogurt;admixture;amalgam;amalgamate;amalgamation;marinade;mixed;mush;mushy
⏰️,alarm clock,26,3,delay;overtime;time;hour;hourly;imminent;late;now;overdue;pressing;prompt;punctual;punctuality;remind;rouse;tardy;ticking;timely;am;belated;circadian;imminence;inopportune;lately;untimely;waken
⛰️,mountain,26,4,hill;mountain;peak;summit;ascent;bluff;elevation;escarpment;hillock;hilly;knoll;mound;mount;mountainous;promontory;ridge;sierra;slope;steep;berm;butte;hummock;lofty;peaked;surmount;surmountable
🦵,leg,26,5,kick;knee;leg;shin;thigh;extremity;limb;reflex;stilt;tendon;bandy;calves;cellulite;femoral;gimpy;haunch;legged;leggy;patella;reflexes;reflexive;shinny;spindly;straddle;tendinitis;varicose
🚽,toilet,26,2,sewer;toilet;bidet;cesspool;commode;constipate;constipation;diarrhea;diarrhoea;flush;latrine;lavatory;pee;privy;sewage;urinal;urinate;urine;incontinence;incontinent;john;sewerage;spittoon;toilette;urinary;urination
🔴,red circle,26,2,dot;red;crimson;infrared;live;measles;off;period;rash;redden;reddish;scarlet;spot;spotty;vermilion;blotch;blotchy;carbuncle;carmine;clitoris;pockmark;pustule;rubicund;ruddy;tittle;zit
🌡️,thermometer,25,2,temperature;thermometer;barometer;centigrade;lukewarm;mercury;pressure;radiator;tepid;thaw;thermal;thermostat;warm;acclimate;acclimation;acclimatization;acclimatize;barometric;isobar;mercurial;pressurization;pressurize;tachometer;thermodynamic;thermodynamics
👋,waving hand,25,4,hello;hey;hi;welcome;adieu;adios;beckon;bye;disband;dismiss;dismissal;disown;greet;greeting;greetings;parting;riddance;salutation;smack;adieux;beck;come;coming;gone;shoo
📌,pushpin,25,1,pin;affix;brooch;example;exemplify;linchpin;peg;pierce;piercing;pointy;prick;puncture;tack;topic;assiduous;belong;brad;dislodge;exemplification;imbed;instance;pinup;salient;spiky;topical
🌲,evergreen tree,25,5,conifer;fir;forest;pine;sequoia;afforestation;cedar;coniferous;cypress;dense;fell;forester;forestry;ranger;reforest;reforestation;spruce;wooded;afforest;arborvitae;boondocks;juniper;larch;sylvan;woodsy
🤗,smiling face with open hands,25,5,cuddle;embrace;hug;snuggle;sympathy;caress;cling;comforting;considerate;consolation;hospitality;huddle;reassurance;reassure;reassuring;soothe;sympathetic;sympathize;armful;clingy;clung;coddle;comfortingly;hospitable;solace
🛢️,oil drum,25,4,barrel;cylinder;oil;petroleum;cask;cooper;crude;cylindrical;gallon;grease;keg;lubricant;lubricate;lubrication;oily;petrochemical;tank;vat;bitumen;crudity;lube;oleaginous;polyunsaturated;tankful;unctuous
💋,kiss mark,25,1,kiss;erogenous;erotic;erotica;eroticism;paramour;prostitute;seduce;seduction;seductive;sensual;smooch;buss;cunnilingus;fellatio;kisser;nymphomania;nymphomaniac;orgy;promiscuity;promiscuous;prostitution;seductively;sensuality;sensuous
🏔️,snow-capped mountain,24,3,avalanche;cliff;glacier;alpine;altitude;chalet;crag;craggy;crest;fiord;fjord;imposing;insurmountable;pinnacle;plateau;precipice;range;terrain;zenith;acme;moraine;plateaux;precipitous;sheer
🤩,star-struck,24,3,excited;exciting;interesting;enthusiasm;enthusiast;enthusiastic;excitement;exhilarate;exhilaration;interest;interested;marvellous;marvelous;overeager;overzealous;remarkable;spectacular;terrific;wonderful;aficionado;enthuse;stupendous;wonderment;wondrous
🏺,amphora,24,8,antique;ceramic;ceramics;jug;pottery;relic;urn;vase;ancient;archaic;artifact;china;clay;ewer;heirloom;pitcher;porcelain;potter;replica;archaeological;archaism;clayey;curio;earthen
🧼,soap,24,3,clean;sanitize;soap;cleaner;cleanse;cleanser;hygiene;hygienic;lather;sanitary;sanitation;sterile;sterilize;suds;sudsy;wash;aseptic;cleanly;decontaminate;decontamination;grubby;grungy;sterilization;washable
🍖,meat on bone,24,4,barbecue;grill;ham;roast;cutlet;mutton;offal;rib;salami;venison;cannibal;cannibalism;cannibalistic;cannibalize;chitlins;chitterlings;flesh;fleshly;fleshy;gamy;hock;hunk;shank;sinew
🏘️,houses,24,4,neighbor;neighborhood;town;village;colony;community;hamlet;housing;neighborly;outskirts;pueblo;subdivision;suburb;suburban;suburbia;township;villager;barrio;burg;burgher;commune;denizen;enclave;suburbanite
🧥,coat,24,7,blazer;cloak;coat;jacket;overcoat;parka;sweater;cardigan;covering;cowl;hanger;hood;leather;mackintosh;mantle;poncho;slicker;burnoose;gabardine;gaberdine;integument;lapel;leathery;mackinaw
🙈,see-no-evil monkey,24,1,hide;conceal;concealment;disregard;hid;hidden;ignorance;ignorant;indecent;naked;neglect;neglectful;negligence;negligent;peekaboo;unsightly;indecency;indecorous;inelegant;naive;naivete;omission;unnoticed;unobservant
💩,pile of poo,24,7,dung;excrement;feces;manure;poop;shit;turd;crap;defecate;defecation;droppings;excreta;excrete;excretion;fecal;grimy;shitty;excretory;glop;grime;guano;shat;smut;smutty
🛏️,bed,23,4,bed;crib;futon;mattress;bassinet;bedding;bunk;comforter;cot;coverlet;gurney;linen;room;sleeper;snug;abed;berth;boudoir;counterpane;fornicate;fornication;percale;unmade
🎸,guitar,23,2,guitar;musician;acoustic;balalaika;band;bass;bassist;gig;guitarist;plectrum;pluck;riff;rocker;serenade;sitar;strum;twang;ukulele;acoustical;beatnik;grunge;plectra;thrum
🔭,telescope,23,7,astronomer;astronomy;binoculars;observation;observatory;periscope;telescope;astronomical;astrophysicist;astrophysics;distant;observable;overview;perspective;reconnaissance;scope;telescopic;afar;astronomic;binocular;reconnoiter;spotter;stereoscope
🍑,peach,23,3,apricot;peach;plum;behind;buttock;derriere;fanny;juicy;nectarine;posterior;rear;anal;anus;bum;butt;hemorrhoid;hemorrhoids;luscious;rectal;rectum;rump;sphincter;tush
🦌,deer,23,7,antelope;deer;doe;elk;gazelle;reindeer;stag;antler;buck;caribou;fauna;fawn;herbivore;impala;prey;taxidermist;taxidermy;hart;herbivorous;hind;musk;musky;wapiti
✝️,latin cross,23,2,cross;crucifix;apostle;crucifixion;crucify;evangelical;evangelism;evangelist;evangelistic;evangelize;sanctify;savior;saviour;apostasy;apostate;apostolic;cruciform;gentile;messiah;sanctification;sanctity;stigmata;venial
⛏️,pick,23,8,archaeology;archeology;dig;excavate;excavation;miner;mining;ore;archaeologist;extract;extraction;mattock;mine;pick;prospect;quarry;unearth;colliery;dug;lode;pitchblende;placer;undermine
🏝️,desert island,23,6,archipelago;atoll;hammock;island;oasis;paradise;islander;isle;isolate;isolation;lagoon;oases;peninsula;secluded;seclusion;utopia;insular;insularity;islet;isolationism;isolationist;peninsular;utopian
👮,police officer,23,6,cop;deputy;officer;police;policeman;policewoman;authority;constable;constabulary;custody;enforce;enforcement;escort;marshal;patrolman;warden;authoritarian;authoritative;bobby;depute;deputize;enforceable;gendarme
👨,man,23,6,dad;daddy;father;man;papa;uncle;fatherhood;fatherly;him;men;pa;paternal;paternity;poppa;avuncular;brunet;chauvinism;chauvinist;chauvinistic;fatherless;his;paternalism;paternalistic
🧺,basket,23,6,basket;hamper;ironing;laundry;picnic;towel;creel;launder;lint;pannier;washer;washing;wicker;bushel;laundress;laundryman;miscellaneous;miscellany;raffia;sundries;toweling;towelling;wringer
🥤,cup with straw,23,5,beverage;cola;drink;sip;soda;coaster;drinkable;fizz;frappe;gulp;guzzle;plastic;quench;refreshment;refreshments;seltzer;straw;tonic;brimful;carbonated;carbonation;coke;sarsaparilla
🤕,face with head-bandage,22,9,ache;bruise;concussion;contusion;hurt;injure;injury;ouch;sore;achy;casualty;injurious;migraine;ow;sprain;swelling;swollen;unsteady;bursitis;incapacitate;maim;sorely
📺️,television,22,2,remote;television;anchorman;anchorperson;anchorwoman;cartoon;channel;commercial;episode;infomercial;rerun;sitcom;static;telecast;telethon;televangelist;televise;viewer;weatherman;episodic;multimedia;syndication
🤖,robot,22,5,android;automaton;robot;robotic;robotics;artificial;automate;automatic;automation;autonomous;cybernetic;cybernetics;humanoid;impersonal;mechanize;artificiality;cyberpunk;dehumanization;dehumanize;inhuman;mechanization;transformer
😋,face savoring food,22,3,delicious;tasty;yummy;appetizing;flavorful;munch;palatable;savor;savory;scrumptious;slurp;tantalizing;tempting;delectable;delectation;gusto;hanker;heartily;hearty;tang;temptingly;toothsome
👤,bust in silhouette,22,0,avatar;faceless;member;navel;profile;staffer;appointee;bust;chaperon;chaperone;corporeal;founder;i;mestizo;mulatto;my;pauper;presence;thee;thine;thou;thy
🏭️,factory,22,7,chimney;factory;industrial;manufacture;manufacturing;pollution;refinery;assembly;foundry;industrialism;industrialist;industrialize;industry;mill;overproduce;overproduction;pollutant;pollute;production;cannery;made;miller
🫁,lungs,22,2,lung;pulmonary;asthma;bronchitis;diaphragm;pneumonia;thorax;trachea;tuberculosis;asthmatic;bronchi;bronchial;bronchus;emphysema;pleurisy;silicosis;thoraces;thoracic;tonsil;tracheae;tubercle;tubercular
🥩,cut of meat,22,6,beef;meat;pork;raw;sirloin;steak;baloney;brisket;filet;fillet;jerky;loin;meaty;protein;tenderloin;veal;chops;flank;gristle;gristly;marinate;suet
🔔,bell,22,2,bell;notification;belfry;buzzer;chime;gong;jangle;jingle;notify;peal;tinkle;toll;campanile;carillon;clang;clangor;clapper;ding;knell;rang;tinny;tocsin
🐘,elephant,22,1,elephant;big;conservative;enormous;gigantic;huge;humongous;immense;ivory;jumbo;mammal;massive;pachyderm;proboscis;republican;conservatism;elephantine;gargantuan;immensity;lummox;mammalian;ponderous
🧒,child,22,5,child;children;kid;toddler;youngster;childhood;childish;childlike;juvenile;kiddie;kiddy;minor;preteen;tyke;youth;youthful;gamin;impressionable;precocious;precocity;ragamuffin;stripling
🏅,sports medal,21,1,medal;accolade;athletics;finalist;honor;honorable;laureate;medalist;medallion;merit;meritorious;pentathlon;recognition;sportsman;sportsmanship;sportswoman;survivor;varsity;honorary;honorific;sportsmanlike
📡,satellite antenna,21,5,antenna;microwave;radar;sensor;transmitter;aerial;antennae;communication;modem;ping;radiate;sonar;transmission;transmit;baud;blip;hertz;megahertz;telemetry;transceiver;transmittal
💻️,laptop,21,4,computer;hacker;server;technology;algorithm;code;compiler;computerize;cyberspace;freelance;hack;microcomputer;program;semiconductor;technological;technologist;telecommute;teleconference;virtual;computerization;silicon
